id_sewa,nama_barang,jenis,tanggal_sewa,durasi_sewa,hari,bulan,stok,total_biaya
MIP-00337,TV 65 Inch,TV,2024-12-13,7,Friday,12,19,5248000
MIP-00338,TV 65 Inch,TV,2025-03-01,6,Saturday,3,8,4371000
MIP-00339,TV 55 Inch,TV,2025-03-13,3,Thursday,3,13,1641000
MIP-00340,TV 55 Inch,TV,2024-06-05,6,Wednesday,6,20,3035000
MIP-00341,Screen 2x3,Screen,2024-04-03,7,Wednesday,4,7,2096000
MIP-00342,Screen 2x3,Screen,2025-03-18,1,Tuesday,3,16,298000
MIP-00343,Screen 3x4,Screen,2025-07-23,1,Wednesday,7,15,374000
MIP-00344,Screen 2x3,Screen,2025-02-24,3,Monday,2,18,888000
MIP-00345,Epson 6000 Lumens,Proyektor,2024-10-21,5,Monday,10,14,4899000
MIP-00346,TV 55 Inch,TV,2024-04-16,5,Tuesday,4,11,2814000
MIP-00347,Screen 3x4,Screen,2025-11-03,4,Monday,11,12,1643000
MIP-00348,Screen 2x3,Screen,2024-12-24,7,Tuesday,12,16,1909000
MIP-00349,Screen 2x3,Screen,2026-02-19,3,Thursday,2,12,877000
MIP-00350,TV 65 Inch,TV,2025-07-28,7,Monday,7,5,5023000
MIP-00351,TV 50 Inch,TV,2024-01-30,2,Tuesday,1,13,901000
MIP-00352,TV 50 Inch,TV,2024-12-13,3,Friday,12,5,1446000
MIP-00353,Screen 3x4,Screen,2024-05-26,5,Sunday,5,17,2063000
MIP-00354,Screen 2x3,Screen,2024-05-25,6,Saturday,5,5,1679000
MIP-00355,Screen 2x3,Screen,2026-02-03,5,Tuesday,2,11,1371000
MIP-00356,TV 65 Inch,TV,2025-03-05,4,Wednesday,3,15,2880000
MIP-00357,Screen 3x4,Screen,2025-01-13,3,Monday,1,15,1086000
MIP-00358,Screen 2x3,Screen,2024-02-23,2,Friday,2,10,610000
MIP-00359,Epson 6000 Lumens,Proyektor,2025-11-21,1,Friday,11,13,1088000
MIP-00360,TV 75 Inch,TV,2025-11-08,4,Saturday,11,20,4872000
MIP-00361,TV 75 Inch,TV,2025-02-28,3,Friday,2,11,3519000
MIP-00362,Screen 2x3,Screen,2024-12-19,4,Thursday,12,8,1234000
MIP-00363,TV 50 Inch,TV,2025-11-25,6,Tuesday,11,20,2677000
MIP-00364,TV 50 Inch,TV,2024-02-16,2,Friday,2,17,908000
MIP-00365,Epson 6000 Lumens,Proyektor,2024-01-08,2,Monday,1,14,2177000
MIP-00366,TV 43 Inch,TV,2026-02-24,2,Tuesday,2,13,586000
MIP-00367,TV 50 Inch,TV,2024-12-01,1,Sunday,12,5,492000
MIP-00368,TV 75 Inch,TV,2026-02-03,4,Tuesday,2,10,5189000
MIP-00369,Screen 3x4,Screen,2025-01-24,5,Friday,1,12,1878000
MIP-00370,TV 55 Inch,TV,2024-03-14,4,Thursday,3,6,2011000
MIP-00371,TV 65 Inch,TV,2024-01-20,4,Saturday,1,7,2576000
MIP-00372,TV 55 Inch,TV,2025-08-12,4,Tuesday,8,17,1988000
MIP-00373,TV 65 Inch,TV,2024-10-23,1,Wednesday,10,17,643000
MIP-00374,Epson 6000 Lumens,Proyektor,2024-11-28,2,Thursday,11,19,2073000
MIP-00375,TV 55 Inch,TV,2024-03-31,4,Sunday,3,8,2011000
MIP-00376,TV 43 Inch,TV,2025-03-22,5,Saturday,3,17,1446000
MIP-00377,Screen 2x3,Screen,2025-02-09,7,Sunday,2,14,2245000
MIP-00378,TV 55 Inch,TV,2024-08-14,3,Wednesday,8,10,1493000
MIP-00379,Screen 2x3,Screen,2025-06-06,6,Friday,6,8,1913000
MIP-00380,TV 43 Inch,TV,2026-03-05,3,Thursday,3,16,861000
MIP-00381,Screen 3x4,Screen,2024-08-29,1,Thursday,8,9,369000
MIP-00382,TV 50 Inch,TV,2024-07-21,2,Sunday,7,9,935000
MIP-00383,Screen 2x3,Screen,2024-06-30,7,Sunday,6,20,2154000
MIP-00384,TV 75 Inch,TV,2026-02-11,5,Wednesday,2,19,6453000
MIP-00385,TV 55 Inch,TV,2025-10-04,3,Saturday,10,9,1728000
MIP-00386,TV 75 Inch,TV,2024-03-10,4,Sunday,3,19,5091000
MIP-00387,TV 50 Inch,TV,2026-03-26,3,Thursday,3,6,1291000
MIP-00388,TV 55 Inch,TV,2025-06-03,1,Tuesday,6,14,515000
MIP-00389,TV 75 Inch,TV,2025-04-07,1,Monday,4,6,1260000
MIP-00390,TV 55 Inch,TV,2024-10-20,1,Sunday,10,7,584000
MIP-00391,TV 65 Inch,TV,2025-04-18,5,Friday,4,6,3843000
MIP-00392,TV 75 Inch,TV,2026-04-09,5,Thursday,4,11,5895000
MIP-00393,TV 55 Inch,TV,2025-09-11,4,Thursday,9,9,2144000
MIP-00394,Epson 6000 Lumens,Proyektor,2025-04-06,1,Sunday,4,15,1055000
MIP-00395,Screen 2x3,Screen,2025-05-31,6,Saturday,5,10,1743000
MIP-00396,Epson 6000 Lumens,Proyektor,2024-09-10,6,Tuesday,9,19,6517000
MIP-00397,TV 75 Inch,TV,2025-06-20,5,Friday,6,10,6430000
MIP-00398,TV 55 Inch,TV,2025-01-16,3,Thursday,1,17,1627000
MIP-00399,TV 65 Inch,TV,2026-03-04,3,Wednesday,3,6,2205000
MIP-00400,TV 55 Inch,TV,2024-03-08,3,Friday,3,8,1734000
MIP-00401,TV 65 Inch,TV,2024-10-17,3,Thursday,10,9,1933000
MIP-00402,TV 55 Inch,TV,2024-03-24,5,Sunday,3,9,2971000
MIP-00403,TV 55 Inch,TV,2024-11-13,6,Wednesday,11,17,3303000
MIP-00404,Screen 3x4,Screen,2025-09-01,6,Monday,9,7,2557000
MIP-00405,TV 50 Inch,TV,2025-07-26,4,Saturday,7,15,1735000
MIP-00406,Screen 3x4,Screen,2025-11-17,6,Monday,11,7,2590000
MIP-00407,TV 65 Inch,TV,2025-06-04,3,Wednesday,6,5,2053000
MIP-00408,TV 55 Inch,TV,2024-11-12,2,Tuesday,11,11,992000
MIP-00409,TV 55 Inch,TV,2026-02-23,4,Monday,2,11,2378000
MIP-00410,TV 43 Inch,TV,2024-05-20,2,Monday,5,7,551000
MIP-00411,TV 50 Inch,TV,2026-03-18,1,Wednesday,3,6,434000
MIP-00412,TV 55 Inch,TV,2026-02-23,5,Monday,2,9,2998000
MIP-00413,TV 65 Inch,TV,2024-06-06,2,Thursday,6,10,1526000
MIP-00414,Screen 3x4,Screen,2026-01-08,4,Thursday,1,6,1624000
MIP-00415,TV 65 Inch,TV,2025-01-08,6,Wednesday,1,12,4311000
MIP-00416,TV 75 Inch,TV,2025-09-17,3,Wednesday,9,19,3563000
MIP-00417,TV 43 Inch,TV,2025-06-30,2,Monday,6,14,575000
MIP-00418,TV 75 Inch,TV,2024-07-17,3,Wednesday,7,19,3477000
MIP-00419,TV 75 Inch,TV,2026-02-26,3,Thursday,2,17,3724000
MIP-00420,TV 65 Inch,TV,2024-06-14,7,Friday,6,11,5147000
MIP-00421,Screen 3x4,Screen,2024-09-13,1,Friday,9,20,423000
MIP-00422,TV 55 Inch,TV,2025-07-21,1,Monday,7,8,582000
MIP-00423,TV 50 Inch,TV,2024-03-26,7,Tuesday,3,10,2892000
MIP-00424,TV 50 Inch,TV,2025-04-05,5,Saturday,4,9,2247000
MIP-00425,TV 65 Inch,TV,2024-04-03,2,Wednesday,4,19,1276000
MIP-00426,TV 55 Inch,TV,2024-01-28,4,Sunday,1,6,2222000
MIP-00427,TV 65 Inch,TV,2025-05-29,3,Thursday,5,12,2075000
MIP-00428,TV 65 Inch,TV,2024-03-24,3,Sunday,3,12,2263000
MIP-00429,Epson 6000 Lumens,Proyektor,2024-11-22,1,Friday,11,15,970000
MIP-00430,Screen 3x4,Screen,2024-05-20,1,Monday,5,14,369000
MIP-00431,TV 75 Inch,TV,2025-12-13,7,Saturday,12,9,7800000
MIP-00432,TV 75 Inch,TV,2025-04-04,5,Friday,4,5,6314000
MIP-00433,Screen 2x3,Screen,2024-01-20,3,Saturday,1,11,921000
MIP-00434,Screen 3x4,Screen,2025-07-15,6,Tuesday,7,18,2209000
MIP-00435,Screen 2x3,Screen,2026-03-05,3,Thursday,3,12,825000
MIP-00436,TV 50 Inch,TV,2024-05-04,1,Saturday,5,12,468000
MIP-00437,TV 65 Inch,TV,2025-10-16,7,Thursday,10,19,4481000
MIP-00438,Screen 2x3,Screen,2024-04-23,7,Tuesday,4,20,2235000
MIP-00439,Epson 6000 Lumens,Proyektor,2025-10-09,5,Thursday,10,12,5206000
MIP-00440,Screen 3x4,Screen,2024-10-25,4,Friday,10,5,1466000
MIP-00441,TV 55 Inch,TV,2024-09-03,5,Tuesday,9,18,2522000
MIP-00442,Screen 3x4,Screen,2025-11-11,6,Tuesday,11,7,2634000
MIP-00443,TV 55 Inch,TV,2024-03-10,5,Sunday,3,5,2681000
MIP-00444,TV 65 Inch,TV,2025-04-26,1,Saturday,4,17,682000
MIP-00445,TV 55 Inch,TV,2024-09-16,6,Monday,9,5,3506000
MIP-00446,TV 55 Inch,TV,2026-03-18,1,Wednesday,3,16,599000
MIP-00447,TV 43 Inch,TV,2026-01-20,6,Tuesday,1,8,1975000
MIP-00448,TV 55 Inch,TV,2024-05-16,1,Thursday,5,16,578000
MIP-00449,TV 55 Inch,TV,2026-04-13,6,Monday,4,10,3218000
MIP-00450,TV 75 Inch,TV,2025-12-13,4,Saturday,12,10,4400000
MIP-00451,Screen 3x4,Screen,2024-03-05,6,Tuesday,3,19,2533000
MIP-00452,Epson 6000 Lumens,Proyektor,2024-10-27,2,Sunday,10,6,2023000
MIP-00453,TV 43 Inch,TV,2024-02-12,3,Monday,2,14,886000
MIP-00454,TV 65 Inch,TV,2026-04-14,5,Tuesday,4,20,3784000
MIP-00455,TV 50 Inch,TV,2024-02-07,7,Wednesday,2,11,2905000
MIP-00456,TV 50 Inch,TV,2024-12-31,7,Tuesday,12,6,3145000
MIP-00457,TV 55 Inch,TV,2024-10-06,1,Sunday,10,16,496000
MIP-00458,TV 65 Inch,TV,2025-02-13,6,Thursday,2,19,4174000
MIP-00459,TV 65 Inch,TV,2024-12-13,2,Friday,12,20,1276000
MIP-00460,TV 75 Inch,TV,2025-01-11,7,Saturday,1,13,7760000
MIP-00461,Screen 2x3,Screen,2026-01-14,4,Wednesday,1,7,1108000
MIP-00462,TV 65 Inch,TV,2025-09-08,7,Monday,9,10,5046000
MIP-00463,TV 50 Inch,TV,2024-11-24,1,Sunday,11,7,472000
MIP-00464,TV 55 Inch,TV,2025-11-07,3,Friday,11,14,1678000
MIP-00465,TV 75 Inch,TV,2025-09-09,6,Tuesday,9,18,7866000
MIP-00466,Screen 3x4,Screen,2025-12-07,4,Sunday,12,16,1560000
MIP-00467,TV 75 Inch,TV,2024-02-13,6,Tuesday,2,16,6891000
MIP-00468,TV 65 Inch,TV,2024-10-08,6,Tuesday,10,6,4510000
MIP-00469,Screen 2x3,Screen,2025-11-18,6,Tuesday,11,17,1700000
MIP-00470,TV 55 Inch,TV,2025-06-09,7,Monday,6,10,4207000
MIP-00471,Epson 6000 Lumens,Proyektor,2024-05-26,7,Sunday,5,19,6317000
MIP-00472,Epson 6000 Lumens,Proyektor,2024-05-09,1,Thursday,5,12,1094000
MIP-00473,TV 55 Inch,TV,2025-01-05,4,Sunday,1,6,1999000
MIP-00474,Screen 3x4,Screen,2025-11-26,4,Wednesday,11,16,1725000
MIP-00475,TV 55 Inch,TV,2025-03-30,7,Sunday,3,7,3871000
MIP-00476,Screen 3x4,Screen,2025-06-26,3,Thursday,6,17,1318000
MIP-00477,TV 55 Inch,TV,2025-10-27,3,Monday,10,12,1509000
MIP-00478,Screen 2x3,Screen,2024-01-27,6,Saturday,1,10,1819000
MIP-00479,TV 75 Inch,TV,2025-06-14,4,Saturday,6,8,5251000
MIP-00480,TV 50 Inch,TV,2026-03-04,3,Wednesday,3,19,1356000
MIP-00481,TV 43 Inch,TV,2025-09-18,3,Thursday,9,20,923000
MIP-00482,TV 43 Inch,TV,2024-05-05,2,Sunday,5,7,623000
MIP-00483,TV 75 Inch,TV,2024-06-25,6,Tuesday,6,19,7135000
MIP-00484,Screen 2x3,Screen,2026-04-09,6,Thursday,4,15,1846000
MIP-00485,TV 55 Inch,TV,2025-12-27,1,Saturday,12,14,559000
MIP-00486,TV 50 Inch,TV,2024-06-10,6,Monday,6,10,2917000
MIP-00487,TV 55 Inch,TV,2025-06-04,2,Wednesday,6,8,1000000
MIP-00488,TV 43 Inch,TV,2026-03-22,2,Sunday,3,12,574000
MIP-00489,TV 75 Inch,TV,2024-01-27,3,Saturday,1,16,3924000
MIP-00490,TV 75 Inch,TV,2026-04-02,5,Thursday,4,9,6468000
MIP-00491,Screen 2x3,Screen,2024-03-08,3,Friday,3,17,892000
MIP-00492,TV 75 Inch,TV,2025-06-22,4,Sunday,6,18,4915000
MIP-00493,Screen 2x3,Screen,2024-05-08,3,Wednesday,5,7,860000
MIP-00494,TV 75 Inch,TV,2025-04-22,6,Tuesday,4,16,6751000
MIP-00495,Screen 3x4,Screen,2026-04-28,7,Tuesday,4,10,2780000
MIP-00496,Screen 3x4,Screen,2025-03-19,5,Wednesday,3,6,1941000
MIP-00497,Screen 2x3,Screen,2025-06-14,2,Saturday,6,14,610000
MIP-00498,Screen 3x4,Screen,2024-06-14,3,Friday,6,12,1099000
MIP-00499,TV 55 Inch,TV,2025-06-15,3,Sunday,6,7,1807000
MIP-00500,TV 50 Inch,TV,2024-07-20,6,Saturday,7,13,2963000
MIP-00501,Screen 3x4,Screen,2025-10-02,3,Thursday,10,7,1248000
MIP-00502,Screen 3x4,Screen,2025-08-29,5,Friday,8,9,2014000
MIP-00503,Screen 3x4,Screen,2025-11-05,5,Wednesday,11,15,1924000
MIP-00504,Epson 6000 Lumens,Proyektor,2026-04-25,7,Saturday,4,5,7439000
MIP-00505,Screen 2x3,Screen,2024-02-16,6,Friday,2,13,1867000
MIP-00506,TV 43 Inch,TV,2026-02-24,5,Tuesday,2,18,1399000
MIP-00507,Epson 6000 Lumens,Proyektor,2025-05-24,6,Saturday,5,14,6493000
MIP-00508,TV 50 Inch,TV,2025-05-09,2,Friday,5,17,958000
MIP-00509,TV 50 Inch,TV,2025-04-09,1,Wednesday,4,6,490000
MIP-00510,Screen 3x4,Screen,2025-03-26,4,Wednesday,3,20,1672000
MIP-00511,TV 75 Inch,TV,2024-07-27,3,Saturday,7,9,3682000
MIP-00512,TV 55 Inch,TV,2026-01-05,3,Monday,1,16,1623000
MIP-00513,TV 65 Inch,TV,2024-05-13,7,Monday,5,16,5324000
MIP-00514,Screen 2x3,Screen,2024-11-22,2,Friday,11,19,644000
MIP-00515,Screen 2x3,Screen,2024-09-30,4,Monday,9,12,1091000
MIP-00516,Screen 3x4,Screen,2024-04-09,1,Tuesday,4,14,362000
MIP-00517,TV 65 Inch,TV,2025-09-22,4,Monday,9,12,2731000
MIP-00518,Screen 3x4,Screen,2026-04-13,3,Monday,4,15,1275000
MIP-00519,TV 43 Inch,TV,2026-02-20,2,Friday,2,20,658000
MIP-00520,TV 75 Inch,TV,2025-05-25,3,Sunday,5,20,3348000
MIP-00521,Epson 6000 Lumens,Proyektor,2024-04-02,4,Tuesday,4,19,4075000
MIP-00522,TV 43 Inch,TV,2024-08-08,5,Thursday,8,16,1464000
MIP-00523,Epson 6000 Lumens,Proyektor,2024-02-21,3,Wednesday,2,20,3282000
MIP-00524,TV 75 Inch,TV,2024-10-19,5,Saturday,10,5,6411000
MIP-00525,Screen 2x3,Screen,2025-03-17,2,Monday,3,13,641000
MIP-00526,TV 55 Inch,TV,2026-02-21,4,Saturday,2,16,2186000
MIP-00527,Epson 6000 Lumens,Proyektor,2025-02-14,1,Friday,2,11,983000
MIP-00528,TV 55 Inch,TV,2025-07-20,3,Sunday,7,7,1575000
MIP-00529,TV 65 Inch,TV,2025-05-31,4,Saturday,5,13,2552000
MIP-00530,Screen 2x3,Screen,2024-05-11,1,Saturday,5,17,322000
MIP-00531,TV 55 Inch,TV,2026-03-24,3,Tuesday,3,16,1753000
MIP-00532,Screen 3x4,Screen,2024-07-22,5,Monday,7,17,2200000
MIP-00533,Epson 6000 Lumens,Proyektor,2024-02-16,1,Friday,2,9,1099000
MIP-00534,TV 55 Inch,TV,2026-04-03,4,Friday,4,19,2224000
MIP-00535,Screen 3x4,Screen,2025-09-12,5,Friday,9,9,2108000
MIP-00536,TV 55 Inch,TV,2025-09-19,3,Friday,9,10,1797000
MIP-00537,TV 65 Inch,TV,2025-09-23,6,Tuesday,9,14,4494000
MIP-00538,TV 55 Inch,TV,2025-06-03,7,Tuesday,6,20,3655000
MIP-00539,TV 50 Inch,TV,2025-05-01,7,Thursday,5,5,3119000
MIP-00540,TV 55 Inch,TV,2024-12-05,6,Thursday,12,8,3055000
MIP-00541,TV 65 Inch,TV,2025-08-20,3,Wednesday,8,5,2291000
MIP-00542,TV 75 Inch,TV,2024-09-28,6,Saturday,9,12,7353000
MIP-00543,Epson 6000 Lumens,Proyektor,2025-08-20,4,Wednesday,8,10,3783000
MIP-00544,TV 65 Inch,TV,2024-05-31,7,Friday,5,12,5068000
MIP-00545,Epson 6000 Lumens,Proyektor,2025-08-09,6,Saturday,8,8,6142000
MIP-00546,TV 43 Inch,TV,2024-01-20,4,Saturday,1,15,1166000
MIP-00547,TV 65 Inch,TV,2024-06-04,4,Tuesday,6,11,2584000
MIP-00548,TV 65 Inch,TV,2025-05-28,7,Wednesday,5,20,5068000
MIP-00549,Epson 6000 Lumens,Proyektor,2025-12-23,2,Tuesday,12,11,2008000
MIP-00550,TV 55 Inch,TV,2025-11-09,4,Sunday,11,17,2320000
MIP-00551,TV 55 Inch,TV,2024-06-26,4,Wednesday,6,15,2209000
MIP-00552,TV 55 Inch,TV,2025-11-23,7,Sunday,11,13,4121000
MIP-00553,TV 75 Inch,TV,2024-07-15,2,Monday,7,13,2425000
MIP-00554,TV 50 Inch,TV,2024-08-18,3,Sunday,8,14,1366000
MIP-00555,TV 43 Inch,TV,2025-12-07,6,Sunday,12,20,1936000
MIP-00556,TV 55 Inch,TV,2025-05-06,3,Tuesday,5,13,1618000
MIP-00557,TV 50 Inch,TV,2024-05-04,5,Saturday,5,17,2085000
MIP-00558,TV 65 Inch,TV,2026-04-18,3,Saturday,4,9,1902000
MIP-00559,TV 50 Inch,TV,2024-02-13,3,Tuesday,2,7,1419000
MIP-00560,TV 55 Inch,TV,2025-03-28,6,Friday,3,13,3379000
MIP-00561,TV 75 Inch,TV,2024-08-07,2,Wednesday,8,13,2498000
MIP-00562,TV 50 Inch,TV,2024-05-20,1,Monday,5,12,424000
MIP-00563,TV 43 Inch,TV,2024-02-21,6,Wednesday,2,12,1669000
MIP-00564,TV 43 Inch,TV,2024-02-23,1,Friday,2,18,271000
MIP-00565,TV 55 Inch,TV,2026-01-04,4,Sunday,1,8,2134000
MIP-00566,Screen 3x4,Screen,2024-01-06,5,Saturday,1,10,2036000
MIP-00567,TV 65 Inch,TV,2025-10-30,4,Thursday,10,20,2740000
MIP-00568,TV 43 Inch,TV,2026-02-13,3,Friday,2,15,889000
MIP-00569,TV 50 Inch,TV,2025-10-23,1,Thursday,10,7,486000
MIP-00570,TV 43 Inch,TV,2025-07-01,6,Tuesday,7,6,1745000
MIP-00571,Screen 3x4,Screen,2025-03-03,7,Monday,3,10,2808000
MIP-00572,Epson 6000 Lumens,Proyektor,2025-02-10,7,Monday,2,20,7397000
MIP-00573,Screen 3x4,Screen,2026-02-05,7,Thursday,2,14,2742000
MIP-00574,Epson 6000 Lumens,Proyektor,2024-01-10,3,Wednesday,1,8,3073000
MIP-00575,TV 55 Inch,TV,2024-10-18,4,Friday,10,20,2359000
MIP-00576,Screen 3x4,Screen,2025-05-31,4,Saturday,5,13,1744000
MIP-00577,TV 43 Inch,TV,2026-04-08,1,Wednesday,4,15,279000
MIP-00578,Screen 3x4,Screen,2026-01-18,4,Sunday,1,13,1737000
MIP-00579,Screen 3x4,Screen,2024-01-15,6,Monday,1,15,2396000
MIP-00580,TV 50 Inch,TV,2025-08-04,6,Monday,8,11,2569000
MIP-00581,Screen 3x4,Screen,2025-09-17,7,Wednesday,9,17,2777000
MIP-00582,TV 65 Inch,TV,2025-06-11,3,Wednesday,6,7,2302000
MIP-00583,TV 65 Inch,TV,2025-11-16,1,Sunday,11,10,699000
MIP-00584,Screen 3x4,Screen,2025-05-03,3,Saturday,5,12,1159000
MIP-00585,Epson 6000 Lumens,Proyektor,2024-09-24,4,Tuesday,9,12,4107000
MIP-00586,TV 75 Inch,TV,2026-02-10,3,Tuesday,2,15,3413000
MIP-00587,TV 50 Inch,TV,2025-08-19,6,Tuesday,8,5,2471000
MIP-00588,TV 50 Inch,TV,2025-10-31,3,Friday,10,12,1250000
MIP-00589,Epson 6000 Lumens,Proyektor,2025-11-14,1,Friday,11,19,926000
MIP-00590,TV 50 Inch,TV,2024-06-12,4,Wednesday,6,14,1675000
MIP-00591,Screen 2x3,Screen,2025-10-16,3,Thursday,10,16,835000
MIP-00592,TV 43 Inch,TV,2024-08-12,2,Monday,8,20,617000
MIP-00593,Screen 3x4,Screen,2025-04-10,6,Thursday,4,16,2247000
MIP-00594,TV 65 Inch,TV,2025-12-19,5,Friday,12,20,3392000
MIP-00595,TV 43 Inch,TV,2026-02-19,2,Thursday,2,7,648000
MIP-00596,TV 75 Inch,TV,2025-06-24,6,Tuesday,6,16,7163000
MIP-00597,Screen 2x3,Screen,2025-07-31,1,Thursday,7,6,310000
MIP-00598,TV 43 Inch,TV,2025-08-09,5,Saturday,8,9,1402000
MIP-00599,Screen 3x4,Screen,2024-12-01,7,Sunday,12,19,2628000
MIP-00600,Screen 2x3,Screen,2025-11-27,2,Thursday,11,20,545000
MIP-00601,Screen 2x3,Screen,2025-06-06,4,Friday,6,6,1121000
MIP-00602,TV 75 Inch,TV,2024-05-15,5,Wednesday,5,18,5734000
MIP-00603,TV 75 Inch,TV,2025-07-31,1,Thursday,7,19,1122000
MIP-00604,TV 50 Inch,TV,2026-01-10,1,Saturday,1,17,413000
MIP-00605,TV 50 Inch,TV,2026-04-16,1,Thursday,4,11,416000
MIP-00606,Screen 2x3,Screen,2024-02-16,4,Friday,2,16,1191000
MIP-00607,Screen 2x3,Screen,2025-07-08,1,Tuesday,7,7,282000
MIP-00608,TV 75 Inch,TV,2024-02-02,3,Friday,2,18,3502000
MIP-00609,Screen 3x4,Screen,2026-02-26,2,Thursday,2,18,801000
MIP-00610,TV 55 Inch,TV,2025-01-26,4,Sunday,1,17,2284000
MIP-00611,TV 65 Inch,TV,2024-03-23,6,Saturday,3,9,3813000
MIP-00612,TV 55 Inch,TV,2024-05-01,2,Wednesday,5,17,1166000
MIP-00613,Screen 3x4,Screen,2026-01-15,2,Thursday,1,5,820000
MIP-00614,Epson 6000 Lumens,Proyektor,2024-11-01,4,Friday,11,18,3665000
MIP-00615,TV 65 Inch,TV,2026-04-23,2,Thursday,4,12,1505000
MIP-00616,TV 75 Inch,TV,2024-12-20,2,Friday,12,13,2602000
MIP-00617,TV 43 Inch,TV,2026-01-12,7,Monday,1,8,1916000
MIP-00618,Epson 6000 Lumens,Proyektor,2026-04-08,6,Wednesday,4,18,5732000
MIP-00619,Epson 6000 Lumens,Proyektor,2024-09-03,2,Tuesday,9,7,2122000
MIP-00620,Screen 2x3,Screen,2025-08-31,1,Sunday,8,19,315000
MIP-00621,Epson 6000 Lumens,Proyektor,2024-09-07,6,Saturday,9,6,5621000
MIP-00622,TV 65 Inch,TV,2025-03-25,2,Tuesday,3,11,1319000
MIP-00623,Epson 6000 Lumens,Proyektor,2024-05-23,5,Thursday,5,14,4870000
MIP-00624,TV 43 Inch,TV,2026-04-15,6,Wednesday,4,15,1794000
MIP-00625,TV 55 Inch,TV,2024-08-30,3,Friday,8,9,1689000
MIP-00626,TV 43 Inch,TV,2025-02-27,3,Thursday,2,13,876000
MIP-00627,Epson 6000 Lumens,Proyektor,2025-07-24,5,Thursday,7,10,4963000
MIP-00628,TV 65 Inch,TV,2025-07-23,4,Wednesday,7,6,2939000
MIP-00629,TV 55 Inch,TV,2025-10-20,6,Monday,10,17,2994000
MIP-00630,TV 55 Inch,TV,2025-12-14,4,Sunday,12,18,2091000
MIP-00631,Screen 3x4,Screen,2024-11-03,4,Sunday,11,10,1668000
MIP-00632,TV 75 Inch,TV,2024-09-03,7,Tuesday,9,12,9064000
MIP-00633,TV 50 Inch,TV,2025-12-25,2,Thursday,12,19,902000
MIP-00634,Epson 6000 Lumens,Proyektor,2025-07-29,4,Tuesday,7,18,4026000
MIP-00635,Screen 3x4,Screen,2025-02-01,2,Saturday,2,13,737000
MIP-00636,TV 43 Inch,TV,2024-12-04,6,Wednesday,12,7,1781000
MIP-00637,TV 75 Inch,TV,2025-01-14,1,Tuesday,1,11,1208000
MIP-00638,Epson 6000 Lumens,Proyektor,2024-10-01,4,Tuesday,10,6,3794000
MIP-00639,Screen 2x3,Screen,2024-07-11,7,Thursday,7,11,2003000
MIP-00640,TV 75 Inch,TV,2024-08-01,7,Thursday,8,15,8194000
MIP-00641,TV 50 Inch,TV,2024-01-16,2,Tuesday,1,11,814000
MIP-00642,Screen 2x3,Screen,2026-02-03,7,Tuesday,2,20,2025000
MIP-00643,TV 43 Inch,TV,2025-12-13,5,Saturday,12,11,1413000
MIP-00644,TV 65 Inch,TV,2024-09-02,5,Monday,9,15,3379000
MIP-00645,TV 50 Inch,TV,2025-01-24,4,Friday,1,16,1663000
MIP-00646,TV 50 Inch,TV,2024-09-24,3,Tuesday,9,20,1455000
MIP-00647,TV 75 Inch,TV,2024-04-10,7,Wednesday,4,20,8557000
MIP-00648,TV 55 Inch,TV,2024-07-27,3,Saturday,7,15,1709000
MIP-00649,TV 65 Inch,TV,2024-02-16,5,Friday,2,12,3702000
MIP-00650,Screen 3x4,Screen,2024-01-17,3,Wednesday,1,18,1200000
MIP-00651,TV 50 Inch,TV,2024-06-05,2,Wednesday,6,15,826000
MIP-00652,TV 43 Inch,TV,2025-01-23,5,Thursday,1,12,1511000
MIP-00653,TV 75 Inch,TV,2025-07-17,6,Thursday,7,15,7325000
MIP-00654,TV 50 Inch,TV,2026-02-20,7,Friday,2,20,3305000
MIP-00655,TV 75 Inch,TV,2025-04-16,2,Wednesday,4,16,2367000
MIP-00656,Screen 3x4,Screen,2024-05-23,6,Thursday,5,20,2221000
MIP-00657,Screen 3x4,Screen,2025-07-09,6,Wednesday,7,6,2296000
MIP-00658,Epson 6000 Lumens,Proyektor,2024-03-17,7,Sunday,3,6,6808000
MIP-00659,Epson 6000 Lumens,Proyektor,2025-02-26,2,Wednesday,2,12,2058000
MIP-00660,Screen 2x3,Screen,2025-12-25,2,Thursday,12,5,608000
MIP-00661,TV 43 Inch,TV,2025-06-01,4,Sunday,6,16,1165000
MIP-00662,Epson 6000 Lumens,Proyektor,2025-09-24,6,Wednesday,9,20,6584000
MIP-00663,TV 75 Inch,TV,2024-01-17,1,Wednesday,1,18,1225000
MIP-00664,Epson 6000 Lumens,Proyektor,2024-01-18,5,Thursday,1,13,4737000
MIP-00665,TV 50 Inch,TV,2024-01-18,5,Thursday,1,18,2071000
MIP-00666,Screen 3x4,Screen,2024-04-19,1,Friday,4,9,372000
MIP-00667,TV 43 Inch,TV,2024-07-15,5,Monday,7,13,1424000
MIP-00668,TV 55 Inch,TV,2024-09-30,7,Monday,9,17,3589000
MIP-00669,Screen 2x3,Screen,2025-01-17,4,Friday,1,19,1125000
MIP-00670,TV 43 Inch,TV,2025-12-14,2,Sunday,12,14,574000
MIP-00671,Screen 2x3,Screen,2025-10-31,7,Friday,10,6,1963000
MIP-00672,Screen 2x3,Screen,2025-02-19,4,Wednesday,2,17,1295000
